資料來源：各機場、港口入出境人數統計資料,,日期,入出境總人數_小計,桃園一期,,,桃園二期,,,桃園一_二期,高雄機場,,,基隆港,,,台中港,,,高雄港,,,花蓮港,,,蘇澳港,,,澎湖港,,,台南機場,,,安平港,,,松山機場,,,金門港_水頭,,,馬祖,,,花蓮機場,,,麥寮港,,,馬公機場,,,台中機場,,,和平港,,,金門機場,,,南竿機場,,,北竿機場,,,嘉義機場,,,台北港,,,東港,,,台東機場,,,北竿白沙港,,,布袋港,,,大園沙崙港,,,台東富岡港,,,馬公港,,,桃園竹圍港,,,金門港_料羅,,,後壁湖遊艇港,,,淡水第二漁港遊艇碼頭,,,屏東大鵬灣遊艇港,,,屏東機場,,
入境總人數,出境總人數,,,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,合計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計,入境查驗,出境查驗,小計
572,373,20200421,945,229,121,350,315,231,546,896,9,3,12,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,14,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,895,20200422,"1,578",71,9,80,493,532,"1,025","1,105",0,0,0,0,0,0,0,0,0,14,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,325,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,842,20200423,"1,456",239,500,739,321,217,538,"1,277",0,0,0,0,0,0,0,0,0,9,34,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,89,133,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,499,20200424,990,40,56,96,351,266,617,713,31,89,120,1,0,1,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,84,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,425,20200425,735,0,1,1,247,307,554,555,12,4,16,0,0,0,0,0,0,5,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,85,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,590,20200426,"1,442",177,11,188,598,403,"1,001","1,189",39,81,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,91,129,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,768,20200427,982,19,78,97,54,226,280,377,0,0,0,0,0,0,0,0,0,3,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,441,574,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,226,20200428,525,0,0,0,259,208,467,467,11,2,13,0,0,0,0,0,0,8,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,"1,006",20200429,"1,789",187,12,199,482,563,"1,045","1,244",0,0,0,1,2,3,0,4,4,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,407,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,"1,266",20200430,"2,051",65,489,554,599,465,"1,064","1,618",0,0,0,0,0,0,1,2,3,6,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,284,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,259","1,380",20200501,"2,639",356,430,786,749,660,"1,409","2,195",50,113,163,0,0,0,0,0,0,7,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,154,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,010",602,20200502,"1,612",236,321,557,750,245,995,"1,552",13,4,17,6,6,12,0,0,0,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,032",854,20200503,"1,886",74,82,156,824,391,"1,215","1,371",60,136,196,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,242,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,"1,013",20200504,"1,757",255,76,331,314,353,667,998,0,0,0,0,0,0,1,1,2,4,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,568,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,633,20200505,932,66,275,341,191,331,522,863,0,0,0,1,2,3,0,0,0,41,18,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,892,20200506,"1,795",35,5,40,780,505,"1,285","1,325",0,0,0,0,1,1,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,81,377,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,322,20200507,921,14,188,202,571,125,696,898,0,0,0,0,0,0,1,1,2,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,925,20200508,"1,448",84,169,253,308,486,794,"1,047",48,71,119,0,1,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,197,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,644,20200509,"1,220",148,377,525,402,262,664,"1,189",16,2,18,0,0,0,1,1,2,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,151",900,20200510,"2,051",228,232,460,802,384,"1,186","1,646",30,79,109,0,0,0,0,1,1,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,192,280,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
