通報日,法定傳染病通報,居家檢疫送驗,擴大監測送驗,Total
2021/8/29,105.0,0.0,12931.0,13036.0
2021/8/30,115.0,0.0,31895.0,32010.0
2021/8/31,115.0,0.0,28432.0,28547.0
2021/9/1,90.0,0.0,25494.0,25584.0
2021/9/2,79.0,0.0,20760.0,20839.0
2021/9/3,110.0,0.0,27012.0,27122.0
2021/9/4,74.0,0.0,20045.0,20119.0
2021/9/5,49.0,0.0,16336.0,16385.0
2021/9/6,174.0,0.0,34535.0,34709.0
2021/9/7,116.0,0.0,30467.0,30583.0
2021/9/8,127.0,0.0,29728.0,29855.0
2021/9/9,127.0,0.0,24743.0,24870.0
2021/9/10,119.0,0.0,29206.0,29325.0
2021/9/11,127.0,0.0,21923.0,22050.0
2021/9/12,94.0,0.0,9798.0,9892.0
2021/9/13,314.0,0.0,30743.0,31057.0
2021/9/14,102.0,0.0,26257.0,26359.0
2021/9/15,115.0,0.0,25019.0,25134.0
2021/9/16,110.0,0.0,21238.0,21348.0
2021/9/17,100.0,0.0,20063.0,20163.0
2021/9/18,90.0,0.0,15286.0,15376.0
2021/9/19,66.0,0.0,12826.0,12892.0
2021/9/20,84.0,0.0,22672.0,22756.0
2021/9/21,103.0,0.0,14216.0,14319.0
2021/9/22,115.0,0.0,29115.0,29230.0
2021/9/23,103.0,0.0,20521.0,20624.0
2021/9/24,93.0,0.0,27759.0,27852.0
2021/9/25,83.0,0.0,19765.0,19848.0
2021/9/26,73.0,0.0,14625.0,14698.0
2021/9/27,175.0,0.0,30536.0,30711.0
2021/9/28,103.0,0.0,25026.0,25129.0
2021/9/29,90.0,0.0,24403.0,24493.0
2021/9/30,102.0,0.0,19864.0,19966.0
2021/10/1,96.0,0.0,23621.0,23717.0
2021/10/2,83.0,0.0,17887.0,17970.0
2021/10/3,60.0,0.0,12932.0,12992.0
2021/10/4,95.0,0.0,27662.0,27757.0
2021/10/5,77.0,0.0,23157.0,23234.0
2021/10/6,68.0,0.0,22484.0,22552.0
2021/10/7,99.0,0.0,18270.0,18369.0
2021/10/8,89.0,0.0,21247.0,21336.0
2021/10/9,70.0,0.0,16654.0,16724.0
2021/10/10,60.0,0.0,11902.0,11962.0
2021/10/11,63.0,0.0,19738.0,19801.0
2021/10/12,89.0,0.0,25683.0,25772.0
2021/10/13,66.0,0.0,21794.0,21860.0
2021/10/14,62.0,0.0,17373.0,17435.0
2021/10/15,65.0,0.0,23106.0,23171.0
2021/10/16,45.0,0.0,16185.0,16230.0
2021/10/17,64.0,0.0,11026.0,11090.0
2021/10/18,66.0,0.0,23631.0,23697.0
2021/10/19,63.0,0.0,18996.0,19059.0
2021/10/20,38.0,0.0,19931.0,19969.0
2021/10/21,54.0,0.0,15486.0,15540.0
2021/10/22,62.0,0.0,18571.0,18633.0
2021/10/23,44.0,0.0,14004.0,14048.0
2021/10/24,34.0,0.0,10141.0,10175.0
2021/10/25,60.0,0.0,22447.0,22507.0
2021/10/26,60.0,0.0,18308.0,18368.0
2021/10/27,44.0,0.0,18375.0,18419.0
2021/10/28,47.0,0.0,15416.0,15463.0
2021/10/29,42.0,0.0,19041.0,19083.0
2021/10/30,26.0,0.0,14671.0,14697.0
2021/10/31,41.0,0.0,11025.0,11066.0
2021/11/1,53.0,0.0,23506.0,23559.0
2021/11/2,57.0,0.0,19170.0,19227.0
2021/11/3,54.0,0.0,18975.0,19029.0
2021/11/4,44.0,0.0,15471.0,15515.0
2021/11/5,40.0,0.0,20417.0,20457.0
2021/11/6,36.0,0.0,14706.0,14742.0
2021/11/7,39.0,0.0,10661.0,10700.0
2021/11/8,47.0,0.0,20296.0,20343.0
2021/11/9,51.0,0.0,16829.0,16880.0
2021/11/10,39.0,0.0,17258.0,17297.0
2021/11/11,47.0,0.0,13936.0,13983.0
2021/11/12,40.0,0.0,17322.0,17362.0
2021/11/13,27.0,0.0,12861.0,12888.0
2021/11/14,30.0,0.0,9779.0,9809.0
2021/11/15,45.0,0.0,22306.0,22351.0
2021/11/16,42.0,0.0,18218.0,18260.0
2021/11/17,33.0,0.0,17277.0,17310.0
2021/11/18,32.0,0.0,14277.0,14309.0
2021/11/19,41.0,0.0,17574.0,17615.0
2021/11/20,29.0,0.0,13031.0,13060.0
2021/11/21,28.0,0.0,10311.0,10339.0
2021/11/22,44.0,0.0,20031.0,20075.0
2021/11/23,41.0,0.0,16713.0,16754.0
2021/11/24,42.0,0.0,16534.0,16576.0
2021/11/25,52.0,0.0,14199.0,14251.0
2021/11/26,43.0,0.0,18631.0,18674.0
2021/11/27,35.0,0.0,12799.0,12834.0
2021/11/28,30.0,0.0,9774.0,9804.0
2021/11/29,42.0,0.0,22273.0,22315.0
2021/11/30,59.0,0.0,17310.0,17369.0
2021/12/1,54.0,0.0,17028.0,17082.0
2021/12/2,40.0,0.0,13362.0,13402.0
2021/12/3,47.0,0.0,18081.0,18128.0
2021/12/4,38.0,0.0,12231.0,12269.0
2021/12/5,35.0,0.0,10126.0,10161.0
2021/12/6,65.0,0.0,20808.0,20873.0
2021/12/7,46.0,0.0,17183.0,17229.0
2021/12/8,44.0,0.0,16814.0,16858.0
2021/12/9,54.0,0.0,13818.0,13872.0
2021/12/10,58.0,0.0,18392.0,18450.0
2021/12/11,32.0,0.0,12307.0,12339.0
2021/12/12,41.0,0.0,9447.0,9488.0
2021/12/13,50.0,0.0,17770.0,17820.0
2021/12/14,57.0,0.0,20569.0,20626.0
2021/12/15,53.0,0.0,20507.0,20560.0
2021/12/16,60.0,0.0,15978.0,16038.0
2021/12/17,39.0,0.0,19384.0,19423.0
2021/12/18,47.0,0.0,12760.0,12807.0
2021/12/19,44.0,0.0,10511.0,10555.0
2021/12/20,50.0,0.0,21457.0,21507.0
2021/12/21,44.0,0.0,17261.0,17305.0
2021/12/22,42.0,0.0,16164.0,16206.0
2021/12/23,57.0,0.0,14107.0,14164.0
2021/12/24,57.0,0.0,16601.0,16658.0
2021/12/25,38.0,0.0,12810.0,12848.0
2021/12/26,45.0,0.0,10412.0,10457.0
2021/12/27,59.0,0.0,17625.0,17684.0
2021/12/28,53.0,0.0,15142.0,15195.0
2021/12/29,62.0,0.0,15067.0,15129.0
2021/12/30,95.0,0.0,13697.0,13792.0
2021/12/31,62.0,0.0,14329.0,14391.0
2022/1/1,46.0,0.0,10292.0,10338.0
2022/1/2,69.0,0.0,9953.0,10022.0
2022/1/3,66.0,0.0,19232.0,19298.0
2022/1/4,75.0,0.0,18538.0,18613.0
2022/1/5,108.0,0.0,19887.0,19995.0
2022/1/6,107.0,0.0,17580.0,17687.0
2022/1/7,99.0,0.0,22524.0,22623.0
2022/1/8,86.0,0.0,17465.0,17551.0
2022/1/9,95.0,0.0,21021.0,21116.0
2022/1/10,140.0,0.0,26616.0,26756.0
2022/1/11,125.0,0.0,23838.0,23963.0
2022/1/12,137.0,0.0,23016.0,23153.0
2022/1/13,119.0,0.0,21797.0,21916.0
2022/1/14,135.0,0.0,25765.0,25900.0
2022/1/15,95.0,0.0,22837.0,22932.0
2022/1/16,124.0,0.0,21163.0,21287.0
2022/1/17,136.0,0.0,29054.0,29190.0
2022/1/18,134.0,0.0,30510.0,30644.0
2022/1/19,129.0,0.0,30560.0,30689.0
2022/1/20,132.0,0.0,24208.0,24340.0
2022/1/21,199.0,0.0,26328.0,26527.0
2022/1/22,159.0,0.0,24891.0,25050.0
2022/1/23,171.0,0.0,27731.0,27902.0
2022/1/24,148.0,0.0,44169.0,44317.0
2022/1/25,158.0,0.0,35453.0,35611.0
2022/1/26,167.0,0.0,33151.0,33318.0
2022/1/27,155.0,0.0,29560.0,29715.0
2022/1/28,121.0,0.0,23159.0,23280.0
2022/1/29,114.0,0.0,15762.0,15876.0
2022/1/30,128.0,0.0,12912.0,13040.0
2022/1/31,104.0,0.0,10417.0,10521.0
2022/2/1,97.0,0.0,10967.0,11064.0
2022/2/2,134.0,0.0,11091.0,11225.0
2022/2/3,110.0,0.0,13439.0,13549.0
2022/2/4,131.0,0.0,20262.0,20393.0
2022/2/5,113.0,0.0,21437.0,21550.0
2022/2/6,95.0,0.0,25165.0,25260.0
2022/2/7,189.0,0.0,46923.0,47112.0
2022/2/8,119.0,0.0,34141.0,34260.0
2022/2/9,154.0,0.0,29373.0,29527.0
2022/2/10,138.0,0.0,26034.0,26172.0
2022/2/11,140.0,0.0,27913.0,28053.0
2022/2/12,101.0,0.0,24064.0,24165.0
2022/2/13,89.0,0.0,20630.0,20719.0
2022/2/14,135.0,0.0,33242.0,33377.0
2022/2/15,106.0,0.0,27723.0,27829.0
2022/2/16,106.0,0.0,29882.0,29988.0
2022/2/17,131.0,0.0,21906.0,22037.0
2022/2/18,122.0,0.0,25058.0,25180.0
2022/2/19,128.0,0.0,18322.0,18450.0
2022/2/20,68.0,0.0,12199.0,12267.0
2022/2/21,108.0,0.0,28286.0,28394.0
2022/2/22,88.0,0.0,22372.0,22460.0
2022/2/23,118.0,0.0,20564.0,20682.0
2022/2/24,120.0,0.0,22233.0,22353.0
2022/2/25,98.0,0.0,18834.0,18932.0
2022/2/26,93.0,0.0,17073.0,17166.0
2022/2/27,72.0,0.0,13837.0,13909.0
2022/2/28,106.0,0.0,19621.0,19727.0
2022/3/1,98.0,0.0,27133.0,27231.0
2022/3/2,109.0,0.0,22339.0,22448.0
2022/3/3,98.0,0.0,17921.0,18019.0
2022/3/4,119.0,0.0,22590.0,22709.0
2022/3/5,84.0,0.0,19403.0,19487.0
2022/3/6,54.0,0.0,12636.0,12690.0
2022/3/7,78.0,0.0,26879.0,26957.0
2022/3/8,96.0,0.0,23068.0,23164.0
2022/3/9,117.0,0.0,23573.0,23690.0
2022/3/10,121.0,0.0,19726.0,19847.0
2022/3/11,99.0,0.0,21919.0,22018.0
2022/3/12,92.0,0.0,19370.0,19462.0
2022/3/13,99.0,0.0,13851.0,13950.0
2022/3/14,115.0,0.0,28713.0,28828.0
2022/3/15,105.0,0.0,22406.0,22511.0
2022/3/16,109.0,0.0,21896.0,22005.0
2022/3/17,137.0,0.0,18687.0,18824.0
2022/3/18,146.0,0.0,21648.0,21794.0
2022/3/19,154.0,0.0,18298.0,18452.0
2022/3/20,120.0,0.0,15075.0,15195.0
2022/3/21,129.0,0.0,26117.0,26246.0
2022/3/22,134.0,0.0,23839.0,23973.0
2022/3/23,153.0,0.0,23332.0,23485.0
2022/3/24,175.0,0.0,22507.0,22682.0
2022/3/25,134.0,0.0,25248.0,25382.0
2022/3/26,189.0,0.0,20018.0,20207.0
2022/3/27,204.0,0.0,16237.0,16441.0
2022/3/28,259.0,0.0,36341.0,36600.0
2022/3/29,184.0,0.0,31947.0,32131.0
2022/3/30,283.0,0.0,35894.0,36177.0
2022/3/31,293.0,0.0,34085.0,34378.0
2022/4/1,361.0,0.0,38239.0,38600.0
2022/4/2,466.0,0.0,23397.0,23863.0
2022/4/3,307.0,0.0,21762.0,22069.0
2022/4/4,358.0,0.0,27683.0,28041.0
2022/4/5,430.0,0.0,31166.0,31596.0
2022/4/6,619.0,0.0,48891.0,49510.0
2022/4/7,611.0,0.0,45727.0,46338.0
2022/4/8,618.0,0.0,52304.0,52922.0
2022/4/9,635.0,0.0,38385.0,39020.0
2022/4/10,656.0,0.0,30137.0,30793.0
2022/4/11,789.0,0.0,57375.0,58164.0
2022/4/12,985.0,0.0,47556.0,48541.0
2022/4/13,1152.0,0.0,51744.0,52896.0
2022/4/14,1373.0,0.0,46538.0,47911.0
2022/4/15,1359.0,0.0,47754.0,49113.0
2022/4/16,1550.0,0.0,40918.0,42468.0
2022/4/17,1546.0,0.0,33438.0,34984.0
2022/4/18,1863.0,0.0,55247.0,57110.0
2022/4/19,2507.0,0.0,54825.0,57332.0
2022/4/20,3177.0,0.0,56486.0,59663.0
2022/4/21,4138.0,0.0,53036.0,57174.0
2022/4/22,4480.0,0.0,55280.0,59760.0
2022/4/23,5274.0,0.0,43821.0,49095.0
2022/4/24,5637.0,0.0,42457.0,48094.0
2022/4/25,6996.0,0.0,61802.0,68798.0
2022/4/26,9196.0,0.0,55090.0,64286.0
2022/4/27,12023.0,0.0,54205.0,66228.0
2022/4/28,12501.0,0.0,45001.0,57502.0
2022/4/29,15303.0,0.0,46485.0,61788.0
2022/4/30,17616.0,0.0,38120.0,55736.0
2022/5/1,18925.0,0.0,31334.0,50259.0
2022/5/2,23353.0,0.0,41272.0,64625.0
2022/5/3,27841.0,0.0,17875.0,45716.0
2022/5/4,0.0,0.0,0.0,0.0
2022/5/5,0.0,0.0,0.0,0.0
2022/5/6,0.0,0.0,0.0,0.0
2022/5/7,0.0,0.0,0.0,0.0
2022/5/8,0.0,0.0,0.0,0.0
2022/5/9,0.0,0.0,0.0,0.0
